0.7817,0.88715,0.75787,0.85048,0.82647,0.79093,0.91911,0.8041,0.82393,0.76972,0.87289,0.8338,0.76679,0.78901,0.76525,0.80944,0.75423,0.76427,0.81564,0.82657,0.744,0.67475,0.596,0.53735,0.58357,0.83397,0.77326,0.73794,0.78439,0.60153,0.55603,0.49079,0.54741,0.80734,0.79313,0.71792,0.76702,0.71231,0.52942,0.47584,0.47658,0.49205,0.8315,0.8222,0.73136,0.78016,0.64932,0.58669,0.498,0.46002,0.44271,0.46033,0.76518,0.80091,0.70956,0.55145,0.41347,0.43404,0.43492,0.37042,0.34958,0.34545,0.36938,0.54703,0.67287,0.63015,0.73868,0.47068,0.35622,0.38294,0.37809,0.33268,0.32059,0.31404,0.33658,0.49442,0.6126,0.60578,0.57475,0.50099,0.35856,0.28182,0.32906,0.32812,0.29884,0.29243,0.28807,0.31175,0.45039,0.56752,0.57604,0.50681,0.41754,0.39449,0.30535,0.23631,0.27865,0.28737,0.26719,0.26287,0.264,0.28931,0.42548,0.54045,0.55745,0.65421,0.50335,0.45278,0.49023,0.34854,0.27631,0.30973,0.31792,0.2891,0.28017,0.28341,0.30645,0.44227,0.55437,0.56886
0.88041,0.92252,0.89032,0.916,0.90339,0.90279,0.94706,0.90567,0.84986,0.86924,0.95233,0.91323,0.88251,0.82469,0.82202,0.9546,0.92375,0.9253,0.88888,0.85922,0.87349,0.90231,0.9071,0.88899,0.88412,0.88107,0.86606,0.85874,0.9178,0.88889,0.88571,0.85561,0.85196,0.87315,0.85718,0.83122,0.94627,0.89504,0.88063,0.88617,0.86455,0.86762,0.88327,0.86693,0.81494,0.91908,0.91908,0.88616,0.89513,0.87951,0.86086,0.88301,0.86951,0.86235,0.8114,0.84554,0.84457,0.81613,0.82235,0.86246,0.82929,0.8451,0.87853,0.87331,0.84015,0.78247,0.85736,0.74802,0.77124,0.79385,0.75573,0.81392,0.77969,0.77328,0.80246,0.82603,0.80528,0.77231,0.71265,0.83501,0.75271,0.67305,0.69824,0.79021,0.85478,0.81335,0.81222,0.85014,0.83129,0.83577,0.77659,0.59139,0.59109,0.78302,0.78713,0.734,0.74871,0.75345,0.80392,0.80323,0.84625,0.85105,0.8279,0.84664,0.78416,0.74985,0.6174,0.61183,0.81897,0.83221,0.74387,0.7509,0.78981,0.80905,0.81565,0.83031,0.86108,0.82966,0.83527,0.78251
0.94038,0.95838,0.92162,0.9473,0.92326,0.9396,0.96549,0.91998,0.90105,0.9039,0.96401,0.93621,0.91137,0.87896,0.89293,0.97099,0.95862,0.95259,0.92523,0.89549,0.90167,0.96148,0.94924,0.9374,0.93283,0.92553,0.89647,0.89651,0.9583,0.93434,0.92873,0.93761,0.92076,0.90064,0.88725,0.89228,0.96587,0.94641,0.935,0.93084,0.93406,0.9216,0.90679,0.88118,0.87952,0.96371,0.95164,0.93286,0.9306,0.92258,0.92441,0.92547,0.90635,0.88954,0.88176,0.93444,0.93487,0.92387,0.92552,0.92223,0.90591,0.91509,0.9184,0.90316,0.88454,0.88672,0.88851,0.91577,0.90791,0.89685,0.89875,0.92295,0.89902,0.91369,0.92718,0.87785,0.86547,0.88486,0.88741,0.89664,0.94071,0.93654,0.92771,0.91414,0.93148,0.91577,0.92288,0.91744,0.89596,0.88137,0.88276,0.69342,0.6817,0.94318,0.94159,0.92099,0.92736,0.91854,0.9221,0.92001,0.90523,0.92081,0.90909,0.90286,0.8954,0.79117,0.68499,0.68577,0.9065,0.92689,0.90868,0.92231,0.92094,0.91038,0.91344,0.90789,0.91616,0.90821,0.89182,0.88568
0.98478,0.96551,0.95185,0.96954,0.94536,0.95387,0.97631,0.94988,0.91907,0.92709,0.98174,0.96172,0.93567,0.91349,0.92103,0.9879,0.98019,0.96479,0.94307,0.92695,0.9328,0.97608,0.96184,0.97418,0.9758,0.95151,0.92382,0.92593,0.97729,0.95903,0.95672,0.96518,0.95135,0.93331,0.91721,0.92228,0.97795,0.96269,0.96517,0.95313,0.96123,0.95476,0.93115,0.91433,0.92495,0.97229,0.96603,0.94813,0.95547,0.94683,0.95271,0.94857,0.92274,0.91169,0.92057,0.97423,0.9577,0.94847,0.94052,0.95315,0.94988,0.95001,0.93945,0.92543,0.90911,0.91341,0.92126,0.94144,0.9436,0.94168,0.93868,0.94447,0.96408,0.94566,0.94125,0.92653,0.89065,0.91708,0.936,0.93576,0.97321,0.96603,0.95542,0.9463,0.95536,0.95997,0.95191,0.95272,0.93371,0.90802,0.92663,0.75726,0.80662,0.96634,0.98703,0.96266,0.96233,0.95281,0.96013,0.94454,0.95871,0.95323,0.94392,0.92366,0.93267,0.83712,0.84253,0.84427,0.95715,0.96607,0.9649,0.94812,0.94613,0.96006,0.94042,0.96206,0.9449,0.92763,0.91764,0.91721
1.0109,0.97279,0.9858,0.98897,0.9745,0.98154,0.98337,0.95908,0.94507,0.94105,0.98966,0.97409,0.97261,0.94421,0.96479,0.99653,0.99646,0.98035,0.9748,0.96494,0.96937,0.99222,0.9806,0.98848,0.98254,0.97274,0.95369,0.95499,0.98805,0.98143,0.96979,0.98732,0.9726,0.9557,0.93437,0.94993,0.98819,0.97263,0.97655,0.97231,0.97671,0.96672,0.95791,0.93185,0.94081,0.9847,0.98502,0.96287,0.96162,0.97819,0.97221,0.95832,0.94834,0.93308,0.95444,0.98794,0.97813,0.97284,0.96132,0.9691,0.98078,0.97723,0.96352,0.93564,0.9152,0.93465,0.96765,0.98409,0.96667,0.97291,0.96655,0.97293,0.98091,0.97823,0.95797,0.93877,0.90983,0.93929,0.9732,0.97647,0.99467,0.98765,0.98882,0.98185,0.97608,0.97736,0.97937,0.96936,0.96048,0.93694,0.9747,0.94036,0.94467,0.99115,1.0054,0.99838,0.99656,0.98531,0.99069,0.98711,0.97655,0.97307,0.95897,0.94175,0.95432,0.89849,0.95498,0.92901,0.97352,0.99036,0.98495,0.98107,0.97259,0.97511,0.97715,0.97741,0.96563,0.95871,0.93809,0.95183
1.025,1.0079,1.0153,1.0069,0.99602,1.0132,0.98903,0.98687,0.97123,0.97728,1.002,0.99048,0.99378,0.9859,0.98658,1.0054,1.0044,0.98958,1.0013,0.99018,1.0032,1.0018,1.0035,0.9993,0.98938,0.9912,0.97283,0.97448,0.99712,0.99492,0.98603,0.99541,0.9851,0.98171,0.96593,0.96968,0.99506,0.98848,0.98385,0.99007,0.9906,0.97972,0.97075,0.95558,0.96062,0.99776,0.99232,0.98776,0.98291,0.98777,0.99043,0.97491,0.9705,0.9553,0.96587,1.0102,0.99436,0.99426,0.98575,0.99061,0.98934,0.99358,0.97204,0.95442,0.94447,0.9627,0.99504,1.0125,1.0009,1.0011,1.0013,1.0035,1.0057,0.99806,0.98784,0.96662,0.95175,0.97251,1.0041,1.0037,1.0211,1.0163,1.0042,1.0036,0.99629,1.0039,0.99626,0.98981,0.98718,0.96306,0.99645,1.0044,1.0365,1.0259,1.0212,1.0178,1.0175,1.0127,1.0132,1.0046,1.004,0.99049,0.97647,0.9586,1.0027,0.94553,1.0189,0.972,0.9939,1.0128,1.0035,1.0093,0.99582,0.99454,1.0011,0.99484,0.98403,0.96959,0.95228,0.99713
1.0499,1.0225,1.0373,1.0332,1.0257,1.0299,0.99588,1.0103,1.0017,1.0176,1.0129,1.0012,1.0252,1.0084,1.0271,1.0127,1.0124,1.0062,1.0237,1.0133,1.0422,1.0097,1.0177,1.0186,1.0061,1.0041,1.0028,1.0004,1.004,1.0075,1.0085,1.0064,1.0021,0.99514,0.99962,0.98137,1.0061,1.0014,0.997,1.0114,1.0083,0.99224,0.98626,0.97789,0.98599,1.0113,1.0069,1.0063,0.99634,1.0047,1.0063,0.98825,0.98141,0.97087,0.9773,1.0197,1.0057,1.0095,1.0079,1.0032,1.0102,1.0045,0.99215,0.97858,0.97077,0.9862,1.0354,1.0432,1.0355,1.024,1.0241,1.0221,1.0318,1.0162,1.0082,1.0013,0.98968,1.0087,1.0431,1.0786,1.0559,1.0404,1.0335,1.0208,1.021,1.0247,1.0208,1.0136,1.0066,0.98492,1.0144,1.0834,1.1079,1.0533,1.0516,1.0433,1.0336,1.0285,1.0234,1.0255,1.0189,1.0069,0.98879,0.99632,1.0243,0.99686,1.0433,1.0412,1.0289,1.0291,1.0185,1.0309,1.0146,1.0139,1.0174,1.0154,1.0013,0.98211,0.97733,1.0102
1.0713,1.0417,1.0605,1.0704,1.0617,1.0606,1.0102,1.0829,1.0414,1.0665,1.023,1.0189,1.048,1.0552,1.0721,1.0251,1.028,1.0202,1.0444,1.0339,1.0666,1.0192,1.0383,1.0316,1.016,1.0291,1.0489,1.0448,1.0081,1.0215,1.0354,1.0222,1.0145,1.0117,1.0312,1.0163,1.0243,1.0176,1.0158,1.028,1.0174,1.0142,0.99794,1.0096,1.0208,1.0295,1.0239,1.0277,1.0151,1.0278,1.0201,1.0073,1.0067,0.98405,1.0221,1.0305,1.0287,1.0238,1.0252,1.021,1.0396,1.0172,1.0072,0.99703,0.98589,1.017,1.1025,1.1011,1.0785,1.0651,1.0685,1.0601,1.0509,1.0516,1.0304,1.0203,1.0226,1.0455,1.0934,1.1486,1.0854,1.0751,1.0693,1.0716,1.0598,1.0484,1.0453,1.0325,1.0147,1.0283,1.0476,1.1506,1.1854,1.0896,1.0779,1.0701,1.0643,1.0483,1.0439,1.0579,1.0365,1.0282,1.021,1.0139,1.0427,1.1403,1.1174,1.1631,1.054,1.0617,1.0407,1.0462,1.0309,1.0297,1.041,1.0296,1.0158,1.0148,1.0073,1.0308
1.0936,1.0621,1.1229,1.1163,1.0864,1.1424,1.0319,1.1432,1.181,1.1734,1.0325,1.0455,1.1597,1.1449,1.1523,1.05,1.0429,1.0447,1.1364,1.0966,1.0885,1.0251,1.0643,1.0531,1.0445,1.0726,1.1029,1.1038,1.0275,1.0429,1.0779,1.0533,1.046,1.058,1.0532,1.1156,1.0417,1.0374,1.05,1.0943,1.0665,1.0367,1.0446,1.0399,1.0635,1.0497,1.0488,1.0468,1.0648,1.0713,1.06,1.0446,1.0361,1.0218,1.0528,1.0542,1.0518,1.0694,1.0618,1.057,1.0737,1.0601,1.0528,1.0318,1.0364,1.083,1.2555,1.193,1.1784,1.1521,1.1363,1.1177,1.1194,1.1007,1.0737,1.0696,1.0773,1.1018,1.1569,1.2065,1.1433,1.1401,1.1131,1.098,1.1227,1.1254,1.103,1.0709,1.0566,1.0652,1.094,1.2718,1.3181,1.1377,1.1037,1.121,1.1184,1.1022,1.0786,1.1108,1.0986,1.0735,1.0588,1.0569,1.099,1.2343,1.2284,1.3326,1.0959,1.0914,1.0953,1.1217,1.1043,1.0732,1.0924,1.0892,1.0627,1.0492,1.0395,1.1015
1.1264,1.1387,1.1953,2.6065,1.9855,1.2679,1.1312,2.3627,1.7817,1.3053,1.0492,1.136,1.7734,1.8028,1.3392,1.0849,1.0864,1.07,1.6152,1.6403,1.2542,1.0494,1.1587,1.1073,1.1044,1.2033,1.3179,1.2716,1.0652,1.1353,1.1919,1.1918,1.1482,1.2165,1.2562,1.214,1.0633,1.1128,1.1223,1.1831,1.2066,1.1558,1.1795,1.1891,1.2014,1.1063,1.1126,1.1301,1.1465,1.1772,1.1432,1.1417,1.1898,1.0881,1.1279,1.1865,1.1725,1.1648,1.1464,1.205,1.2219,1.2326,1.1824,1.1647,1.152,1.1868,1.4426,1.3113,1.306,1.32,1.3661,1.2067,1.2186,1.2479,1.2393,1.2068,1.2234,1.2104,1.2974,1.3022,1.2697,1.2901,1.3991,1.3488,1.2913,1.3273,1.3186,1.2583,1.2821,1.2887,1.2601,1.6792,1.6289,1.2123,1.2316,1.2805,1.2754,1.2957,1.2802,1.2797,1.2882,1.2686,1.2655,1.3415,1.3422,1.9674,1.5298,1.5634,1.3758,1.1618,1.2409,1.2147,1.2361,1.2226,1.2415,1.2406,1.2233,1.2605,1.28,1.2596
